Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR14419814	2021-05-04 16:27:40	2021-05-04 16:23:10	32729397	9884277894	32729397	302	3029		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419814/SRR14419814.1	SRX10771082	UC_365	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856129	SAMN18804450	simple	3483	Cannabis sativa	UC_365					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	C47CB198745C0A6332010E1091DFCACF	70F4FAA622820553AEAEEA57B1960031
SRR14419872	2021-05-04 16:41:02	2021-05-04 16:37:17	32539908	9827052216	32539908	302	3011		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419872/SRR14419872.1	SRX10771024	UC_20	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856072	SAMN18804182	simple	3483	Cannabis sativa	UC_20					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	73C1BF489B5AC86F6B5498A33C089C98	87DE014FDA3AD2AD70609B8708A382DC
SRR14419861	2021-05-04 16:50:20	2021-05-04 16:43:52	32339108	9766410616	32339108	302	2992		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419861/SRR14419861.1	SRX10771035	UC_21	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856083	SAMN18804183	simple	3483	Cannabis sativa	UC_21					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	4439742E50A43DF6FE20215ABDA2CC3F	2BAF6A88E3498BD92127D91EB0001066
SRR14419676	2021-05-04 16:08:35	2021-05-04 16:05:30	32425737	9792572574	32425737	302	2983		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419676/SRR14419676.1	SRX10771220	UC_72	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856685	SAMN18804229	simple	3483	Cannabis sativa	UC_72					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	49EDE9A06205BE1FA64CF0157228E2BB	BFA806D45ECEB0D7E30428FD957416D0
SRR14419766	2021-05-04 16:31:58	2021-05-04 16:24:03	30525884	9218816968	30525884	302	2915		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419766/SRR14419766.1	SRX10771130	UC_445	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856178	SAMN18804493	simple	3483	Cannabis sativa	UC_445					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	E12C04946C384843D4267828B23463AD	97D1F584105994A4FB925B7DA1027E25
SRR14419661	2021-05-04 16:09:36	2021-05-04 16:05:41	31528739	9521679178	31528739	302	2900		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419661/SRR14419661.1	SRX10771235	UC_89	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856283	SAMN18804243	simple	3483	Cannabis sativa	UC_89					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	9E3332A7E651FAD9DE127AFAF36EC14B	30A3200114CE7AFB6F7134B5F6183F68
SRR14419582	2021-05-04 16:01:18	2021-05-04 15:55:37	31180450	9416495900	31180450	302	2881		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419582/SRR14419582.1	SRX10770929	UC_170	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8855977	SAMN18804316	simple	3483	Cannabis sativa	UC_170					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	562932E0C725FFBE02516346679A1D25	F94F026C0310FAC6E037E720A5030286
SRR14419674	2021-05-04 16:06:47	2021-05-04 16:03:21	30731324	9280859848	30731324	302	2872		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419674/SRR14419674.1	SRX10771222	UC_74	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856268	SAMN18804231	simple	3483	Cannabis sativa	UC_74					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	D6FBD381AFBA2A9A3325B8C4D7F18DB9	9984EC4A924447DB2895BD97AF347579
SRR14419740	2021-05-04 16:15:50	2021-05-04 16:10:00	31021275	9368425050	31021275	302	2854		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419740/SRR14419740.1	SRX10771156	UC_493	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856204	SAMN18804517	simple	3483	Cannabis sativa	UC_493					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	0FB5B14B4D3686525EE349807DE31108	28B843A7859A65D22268DC1830A51300
SRR14419594	2021-05-04 15:55:57	2021-05-04 15:49:33	30990619	9359166938	30990619	302	2843		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419594/SRR14419594.1	SRX10770917	UC_158	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8855965	SAMN18804305	simple	3483	Cannabis sativa	UC_158					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	9925E9EED43E620C1FA8E4FA8E917D68	05C1C8145C985DA5A113457B027E7CEF
SRR14419672	2021-05-04 16:25:02	2021-05-04 16:22:03	30246161	9134340622	30246161	302	2841		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419672/SRR14419672.1	SRX10771224	UC_76	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856270	SAMN18804233	simple	3483	Cannabis sativa	UC_76					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	7816BF8655FE276716CEECBC3E76A5DE	3A0B9DCB20FBEB84B8CE067ADF4EE8B4
SRR14419905	2021-05-04 16:42:25	2021-05-04 16:36:50	30606800	9243253600	30606800	302	2823		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419905/SRR14419905.1	SRX10770991	UC_16	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856040	SAMN18804179	simple	3483	Cannabis sativa	UC_16					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	F9C458008CEEC8D929DF01D99B3CCFD7	4C72A77DEA1DCA0CC2988C1D8D155DAF
SRR14419728	2021-05-04 16:15:50	2021-05-04 16:12:05	30786080	9297396160	30786080	302	2818		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419728/SRR14419728.1	SRX10771168	UC_35	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856216	SAMN18804195	simple	3483	Cannabis sativa	UC_35					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	52F8EF835D574CA07164A9B0D7617BCA	702E2F8EFF2F52A5DF7C0E9E5C8B44BF
SRR14419659	2021-05-04 16:11:43	2021-05-04 16:08:45	30146645	9104286790	30146645	302	2805		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419659/SRR14419659.1	SRX10771237	UC_91	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856284	SAMN18804245	simple	3483	Cannabis sativa	UC_91					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	41111D7094A286F238D9711291ACBED0	D3C2E83CFBAE9B887BBBED5A7DA312A0
SRR14419735	2021-05-04 16:19:26	2021-05-04 16:15:11	30329072	9159379744	30329072	302	2790		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419735/SRR14419735.1	SRX10771161	UC_507	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856208	SAMN18804521	simple	3483	Cannabis sativa	UC_507					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	361257FB9BC5F458A9DA4A9D6A4DE2D8	9024B5BD216A621D8760FAA3629CF3D6
SRR14419595	2021-05-04 16:07:23	2021-05-04 16:03:06	29849266	9014478332	29849266	302	2786		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419595/SRR14419595.1	SRX10770916	UC_157	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8855964	SAMN18804304	simple	3483	Cannabis sativa	UC_157					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	71650F5DC23E0FB5D56542D7570250A0	C5509942BBB8B6E07F4F136EF636781F
SRR14419700	2021-05-04 16:14:11	2021-05-04 16:11:15	30319198	9156397796	30319198	302	2782		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419700/SRR14419700.1	SRX10771196	F1_1	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856244	SAMN18804163	simple	3483	Cannabis sativa	F1_1					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	4EB8A178BBE9B95540BDF8AF24594FBA	B65FFE61D12E69F1AA10824F3EAD5081
SRR14419812	2021-05-04 16:38:15	2021-05-04 16:33:44	29962673	9048727246	29962673	302	2754		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419812/SRR14419812.1	SRX10771084	UC_367	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856132	SAMN18804452	simple	3483	Cannabis sativa	UC_367					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	922316985E03FDC335F5285E0E0022E2	A8EAF656091594AC1AC928E599C4447C
SRR14419696	2021-05-04 16:18:16	2021-05-04 16:13:32	29099905	8788171310	29099905	302	2698		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419696/SRR14419696.1	SRX10771200	UC_53	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856248	SAMN18804211	simple	3483	Cannabis sativa	UC_53					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	AC86B0FC15A682EA1376F5F1844DADA1	1A3B4C023845629FBF8AFDF114D6139D
SRR14419715	2021-05-04 16:14:11	2021-05-04 16:10:00	28909907	8730791914	28909907	302	2667		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419715/SRR14419715.1	SRX10771181	USO31_3	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856229	SAMN18804539	simple	3483	Cannabis sativa	USO31_3					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	A4F3F9F1303D1545904719398578696E	FC45B2AE19C0792C4DA5610E0F049882
SRR14419762	2021-05-04 16:22:14	2021-05-04 16:18:26	29219584	8824314368	29219584	302	2654		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419762/SRR14419762.1	SRX10771134	UC_452	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856182	SAMN18804497	simple	3483	Cannabis sativa	UC_452					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	22591F4CC1C0EDC21D2DF39EB3F499D3	CF110CC45F2C685BE258BB7CF72A8F67
SRR14419683	2021-05-04 16:12:12	2021-05-04 16:09:57	28786709	8693586118	28786709	302	2642		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419683/SRR14419683.1	SRX10771213	UC_66	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856261	SAMN18804223	simple	3483	Cannabis sativa	UC_66					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	C10340278283B68590D6BAF3B17927E9	EAECBD06E1CB55DE81412BBFCEF45E7F
SRR14419818	2021-05-04 16:27:40	2021-05-04 16:21:03	28843609	8710769918	28843609	302	2640		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419818/SRR14419818.1	SRX10771078	UC_362	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856126	SAMN18804447	simple	3483	Cannabis sativa	UC_362					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	E019E6EB4D7A4023231C0DF6B0A700EE	334F0E384E61A743E82F96483045739F
